fips,state,county,City/Town,rucc,website,website additonal,Election Results,Early Voting,Absentee Voting,Overseas Voting,Military Voting,Address Change,Poll Worker Application,Candidate Information,Election Schedule,Felon-restoration of voting rights,Sample Ballot,Track Vote By Mail,Polling Place Locations/Find your precinct,Voter ID/requirements,Voter Registration,Voter Registration Cancellation,Check Voter Registration Status,Signature Cure Form
50025,VT,Windham County,Brattleboro,7,https://www.brattleboro.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Brookline,7,https://www.brooklinevt.com,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50025,VT,Windham County,Dover,7,https://www.doververmont.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Dummerston,7,https://dummerston.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Grafton,7,https://graftonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Guilford,7,https://guilfordvt.gov,,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
50025,VT,Windham County,Halifax,7,https://halifaxvt.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Jamaica,7,https://www.jamaicavermont.org,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50025,VT,Windham County,Londonderry,7,https://www.londonderryvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Marlboro,7,https://marlborovt.us,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Newfane,7,https://newfanevt.com,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50025,VT,Windham County,Putney,7,https://www.putneyvt.org,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50025,VT,Windham County,Rockingham,7,https://www.rockinghamvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50025,VT,Windham County,Stratton,7,https://www.townofstrattonvt.com,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50025,VT,Windham County,Townshend,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Vernon,7,https://vernonvt.org,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50025,VT,Windham County,Wardsboro,7,https://www.wardsborovt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Westminster,7,https://www.westminstervt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Whitingham,7,https://whitinghamvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025,VT,Windham County,Wilmington,7,https://wilmingtonvermont.us,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50025,VT,Windham County,Windham,7,https://townofwindhamvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Andover,7,https://www.andovervt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Baltimore,7,https://www.baltimorevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Barnard,7,https://barnardvt.us,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50027,VT,Windsor County,Bethel,7,https://townofbethelvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Bridgewater,7,https://www.bridgewater.vt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Cavendish,7,https://www.cavendishvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50027,VT,Windsor County,Chester,7,https://www.chestervt.gov,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Hartford,7,https://www.hartford-vt.org,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50027,VT,Windsor County,Hartland,7,https://hartland.govoffice.com,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50027,VT,Windsor County,Ludlow,7,https://www.ludlow.vt.us,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50027,VT,Windsor County,Norwich,7,https://norwich.vt.us,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Plymouth,7,https://www.plymouthvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Pomfret,7,https://pomfretvt.us,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Reading,7,https://readingvt.govoffice.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Rochester,7,http://rochestervermont.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Royalton,7,https://royaltonvt.gov,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Sharon,7,https://sharonvt.net,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Springfield,7,https://springfieldvt.gov,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50027,VT,Windsor County,Stockbridge,7,https://stockbridgevt.gov,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Weatherfield,7,https://www.weathersfieldvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,West Windsor,7,https://westwindsorvt.govoffice2.com,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Weston,7,https://www.westonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Windsor,7,https://www.windsorvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor County,Woodstock,7,https://townofwoodstock.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
